ID,Date ,Database,Seizure Country,Seizure City,Origin Country1,Origin City1,Origin Country2,Origin City2,Origin Country3,Origin City3,Transit Country1,Transit City1,Transit Country2,Transit City2,Transit Country3,Transit City3,Transit Country4,Transit City4,Destination Country1,Destination City1,Destination Country2,Destination City2,Destination Country3,Destination City 3,Seizure Location,Year,Date ,Origin Country1,Origin City1,Origin Country2,Origin City2,Origin Country3,Origin City3,Transit Country1,Transit City1,Transit Country2,Transit City2,Transit Country3,Transit City3,Transit Country4,Transit City4,Destination Country1,Destination City1,Destination Country2,Destination City2,Destination Country3,Destination City 3,Seizure Country,Seizure City
577,1/22/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,Angola,Luanda,Thailand,Bangkok,,,,,Vietnam,,,,,,Origin City1,2013,22-Jan-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
578,1/26/2013,Ivory,Malawi,Lilongwe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,26-Jan-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
579,1/27/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,DR Congo,Lubumbashi,,,,,,,China,Guangzhou,,,,,Origin City1,2013,27-Jan-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
580,1/30/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,Cameroon,Yaounde,,,,,,,China,Guangzhou,,,,,Origin City1,2013,30-Jan-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
581,2/11/2013,Ivory,Malawi,Lilongwe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,11-Feb-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
582,2/17/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,,,,,,,,,China,Guangzhou,,,,,Origin City1,2013,17-Feb-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
583,2/18/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,Mozambique,Maputo,,,,,,,China,Guangzhou,,,,,Origin City1,2013,18-Feb-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
584,2/20/2013,Ivory,Malaysia,Kuala Lumpur,Uganda,Entebbe,,,,,,,,,,,,,Malaysia,Kuala Lumpur,,,,,Destination City1,2013,20-Feb-13,Uganda,Entebbe,0,0,0,0,,,,,0,0,0,0,Malaysia,Kuala Lumpur,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Malaysia,Kuala Lumpur
585,2/27/2013,Ivory,Malawi,Lilongwe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,27-Feb-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
586,2/28/2013,Ivory,Egypt,Cairo,South Sudan,,,,,,Egypt,Cairo,,,,,,,,,,,,,Transit City1,2013,28-Feb-13,South Sudan,,0,0,0,0,Egypt,Cairo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Egypt,Cairo
587,3/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Mar-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
588,3/2/2013,Ivory,China,Shanghai,South Africa,,,,,,UAE,Dubai,,,,,,,China,Shanghai,,,,,Destination City1,2013,2-Mar-13,South Africa,,0,0,0,0,UAE,Dubai,,,0,0,0,0,China,Shanghai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Shanghai
589,3/10/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,Benin,,,,,,,,China,Guangzhou,,,,,Origin City1,2013,10-Mar-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
590,3/19/2013,Ivory,Kenya,Nairobi,DR Congo,Kinshasa,,,,,Kenya,Nairobi,,,,,,,China,Hong Kong,,,,,Transit City1,2013,19-Mar-13,DR Congo,Kinshasa,0,0,0,0,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
591,4/1/2013,Ivory,China,Dalian,Japan,Nagoya,,,,,,,,,,,,,China,Dalian,,,,,Destination City1,2013,1-Apr-13,Japan,Nagoya,0,0,0,0,,,,,0,0,0,0,China,Dalian,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Dalian
592,4/2/2013,Ivory,Malawi,Lilongwe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,2-Apr-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
593,4/4/2013,Ivory,Kenya,Nairobi,Mozambique,,South Africa,,DR Congo,,Kenya,Nairobi,,,,,,,China,Hong Kong,,,,,Transit City1,2013,4-Apr-13,Mozambique,,South Africa,0,DR Congo,0,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
594,4/7/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2013,7-Apr-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
595,4/17/2013,Ivory,China,Fuzhou,,,,,,,,,,,,,,,China,Fuzhou,,,,,Destination City1,2013,17-Apr-13,,,0,0,0,0,,,,,0,0,0,0,China,Fuzhou,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Fuzhou
596,5/8/2013,Ivory,Nigeria,Lagos,,,,,,,,,,,,,,,,,,,,,#N/A,2013,8-May-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
597,5/13/2013,Ivory,Malawi,Lilongwe,,,,,,,Malawi,Lilongwe,,,,,,,China,,,,,,Transit City1,2013,13-May-13,,,0,0,0,0,Malawi,Lilongwe,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Malawi,Lilongwe
598,5/17/2013,Ivory,Malawi,Lilongwe,,,,,,,Malawi,Lilongwe,,,,,,,China,,,,,,Transit City1,2013,17-May-13,,,0,0,0,0,Malawi,Lilongwe,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Malawi,Lilongwe
599,5/29/2013,Ivory,Egypt,Cairo,Nigeria,,,,,,Egypt,Cairo,,,,,,,,,,,,,Transit City1,2013,29-May-13,Nigeria,,0,0,0,0,Egypt,Cairo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Egypt,Cairo
600,5/29/2013,Ivory,Zambia,Lusaka,Zambia,Lusaka,,,,,,,,,,,,,China,,,,,,Origin City1,2013,29-May-13,Zambia,Lusaka,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Zambia,Lusaka
601,5/29/2013,Ivory,Egypt,Cairo,Nigeria,,,,,,Egypt,Cairo,,,,,,,,,,,,,Transit City1,2013,29-May-13,Nigeria,,0,0,0,0,Egypt,Cairo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Egypt,Cairo
602,6/10/2013,Ivory,Nigeria,Lagos,Nigeria,Lagos,,,,,,,,,,,,,,,,,,,Origin City1,2013,10-Jun-13,Nigeria,Lagos,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Nigeria,Lagos
603,6/10/2013,Ivory,Nigeria,Lagos,Nigeria,Lagos,,,,,,,,,,,,,,,,,,,Origin City1,2013,10-Jun-13,Nigeria,Lagos,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Nigeria,Lagos
604,6/20/2013,Ivory,Nigeria,Lagos,Nigeria,Lagos,,,,,,,,,,,,,,,,,,,Origin City1,2013,20-Jun-13,Nigeria,Lagos,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Nigeria,Lagos
605,6/26/2013,Ivory,Egypt,Cairo,Uganda,,,,,,Egypt,Cairo,,,,,,,,,,,,,Transit City1,2013,26-Jun-13,Uganda,,0,0,0,0,Egypt,Cairo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Egypt,Cairo
606,6/28/2013,Ivory,Nigeria,Lagos,Nigeria,Lagos,,,,,,,,,,,,,,,,,,,Origin City1,2013,28-Jun-13,Nigeria,Lagos,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Nigeria,Lagos
607,6/28/2013,Ivory,Nigeria,Lagos,Nigeria,Lagos,,,,,,,,,,,,,,,,,,,Origin City1,2013,28-Jun-13,Nigeria,Lagos,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Nigeria,Lagos
608,6/28/2013,Ivory,Malawi,Lilongwe,Malawi,Lilongwe,,,,,,,,,,,,,China,,,,,,Origin City1,2013,28-Jun-13,Malawi,Lilongwe,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Malawi,Lilongwe
609,6/30/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,,,,,,,,,South Sudan,Juba,,,,,Origin City1,2013,30-Jun-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
610,6/30/2013,Ivory,Vietnam,Ho Chi Minh City,,,,,,,France,,,,,,,,Vietnam,Ho Chi Minh City,,,,,Destination City1,2013,30-Jun-13,0,,0,0,0,0,France,,,,0,0,0,0,Vietnam,Ho Chi Minh City,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Vietnam,Ho Chi Minh City
611,7/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Jul-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
612,6/29/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,Netherlands,Amsterdam,,,,,,,USA,,,,,,Origin City1,2013,29-Jun-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
613,7/22/2013,Ivory,China,Jinan,Kenya,,,,,,,,,,,,,,China,Jinan,,,,,Destination City1,2013,22-Jul-13,Kenya,,0,0,0,0,,,,,0,0,0,0,China,Jinan,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Jinan
614,8/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Aug-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
615,8/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Aug-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
616,8/3/2013,Ivory,Nigeria,Lagos,,,,,,,,,,,,,,,,,,,,,#N/A,2013,3-Aug-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
617,8/12/2013,Ivory,China,Hangzhou,,,,,,,Ethiopia,,,,,,,,China,Hangzhou,,,,,Destination City1,2013,12-Aug-13,,,0,0,0,0,Ethiopia,,,,0,0,0,0,China,Hangzhou,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Hangzhou
618,8/14/2013,Ivory,Kenya,Nairobi,Kenya,Nairobi,,,,,,,,,,,,,China,Hong Kong,,,,,Origin City1,2013,14-Aug-13,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
619,8/16/2013,Ivory,Tanzania,Dar es Salaam,Tanzania,Dar es Salaam,,,,,,,,,,,,,,,,,,,Origin City1,2013,16-Aug-13,Tanzania,Dar es Salaam,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Tanzania,Dar es Salaam
620,8/29/2013,Ivory,Thailand,Bangkok,Angola,,,,,,Thailand,Bangkok,,,,,,,Cambodia,Siem Reap,,,,,Transit City1,2013,29-Aug-13,Angola,,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
621,9/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Sep-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
622,9/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Sep-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
623,8/29/2013,Ivory,Thailand,Bangkok,Angola,,,,,,Thailand,Bangkok,,,,,,,Cambodia,Siem Reap,,,,,Transit City1,2013,29-Aug-13,Angola,,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
624,9/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Sep-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
625,9/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Sep-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
626,9/6/2013,Ivory,UAE,Dubai,Zimbabwe,Harare,,,,,UAE,Dubai,,,,,,,Malaysia,Kuala Lumpur,,,,,Transit City1,2013,6-Sep-13,Zimbabwe,Harare,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
627,9/7/2013,Ivory,Malawi,Lilongwe,,,,,,,,,,,,,,,China,,,,,,#N/A,2013,7-Sep-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
628,10/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Oct-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
629,10/1/2013,Ivory,China,Changsha,South Africa,,,,,,,,,,,,,,China,Changsha,,,,,Destination City1,2013,1-Oct-13,South Africa,,0,0,0,0,,,,,0,0,0,0,China,Changsha,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Changsha
630,10/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Oct-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
631,10/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Oct-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
632,10/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Oct-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
633,10/21/2013,Ivory,Zimbabwe,Harare,Zimbabwe,Harare,,,,,,,,,,,,,China,,,,,,Origin City1,2013,21-Oct-13,Zimbabwe,Harare,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Zimbabwe,Harare
634,10/23/2013,Ivory,Uganda,Entebbe,Uganda,Entebbe,,,,,,,,,,,,,China,,Malaysia,,,,Origin City1,2013,23-Oct-13,Uganda,Entebbe,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Uganda,Entebbe
635,11/1/2013,Ivory,Zimbabwe,Harare,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Nov-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
636,11/8/2013,Ivory,Malawi,Lilongwe,Malawi,Lilongwe,,,,,,,,,,,,,China,,,,,,Origin City1,2013,8-Nov-13,Malawi,Lilongwe,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Malawi,Lilongwe
637,11/20/2013,Ivory,China,Fuzhou,Botswana,,,,,,China,Hong Kong,,,,,,,China,Fuzhou,,,,,Destination City1,2013,20-Nov-13,Botswana,,0,0,0,0,China,Hong Kong,,,0,0,0,0,China,Fuzhou,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Fuzhou
638,11/27/2013,Ivory,China,Shenyang,Kenya,,,,,,South Korea,Seoul,,,,,,,China,Shenyang,,,,,Destination City1,2013,27-Nov-13,Kenya,,0,0,0,0,South Korea,Seoul,,,0,0,0,0,China,Shenyang,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Shenyang
639,12/1/2013,Ivory,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Dec-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
640,12/1/2013,Ivory,China,Beijing,Ivory Coast,,,,,,UAE,,,,,,,,China,Beijing,,,,,Destination City1,2013,1-Dec-13,Ivory Coast,,0,0,0,0,UAE,,,,0,0,0,0,China,Beijing,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Beijing
641,12/16/2013,Ivory,Mozambique,Tete,Mozambique,Tete,,,,,South Africa,Johannesburg,,,,,,,Thailand,Bangkok,,,,,Origin City1,2013,16-Dec-13,Mozambique,Tete,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mozambique,Tete
642,12/17/2013,Ivory,Ethiopia,Addis Ababa,Angola,,,,,,Ethiopia,Addis Ababa,,,,,,,China,,,,,,Transit City1,2013,17-Dec-13,Angola,,0,0,0,0,Ethiopia,Addis Ababa,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Ethiopia,Addis Ababa
643,12/20/2013,Ivory,Uganda,Entebbe,Uganda,Entebbe,,,,,Nigeria,Lagos,,,,,,,Malaysia,,,,,,Origin City1,2013,20-Dec-13,Uganda,Entebbe,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Uganda,Entebbe
644,1/1/2014,Ivory,Ethiopia,Addis Ababa,USA,Miami,,,,,Ethiopia,Addis Ababa,Zambia,,,,,,China,Beijing,,,,,Transit City1,2014,1-Jan-14,USA,Miami,0,0,0,0,Ethiopia,Addis Ababa,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Ethiopia,Addis Ababa
645,1/4/2014,Ivory,Ethiopia,Addis Ababa,,,,,,,,,,,,,,,,,,,,,#N/A,2014,4-Jan-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
646,1/5/2014,Ivory,Ethiopia,Addis Ababa,,,,,,,,,,,,,,,,,,,,,#N/A,2014,5-Jan-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
