ID,Date ,Database,Seizure Country,Seizure City,Origin Country1,Origin City1,Origin Country2,Origin City2,Origin Country3,Origin City3,Transit Country1,Transit City1,Transit Country2,Transit City2,Transit Country3,Transit City3,Transit Country4,Transit City4,Destination Country1,Destination City1,Destination Country2,Destination City2,Destination Country3,Destination City 3,Seizure Location,Year,Date ,Origin Country1,Origin City1,Origin Country2,Origin City2,Origin Country3,Origin City3,Transit Country1,Transit City1,Transit Country2,Transit City2,Transit Country3,Transit City3,Transit Country4,Transit City4,Destination Country1,Destination City1,Destination Country2,Destination City2,Destination Country3,Destination City 3,Seizure Country,Seizure City
191,9/3/2011,Reptiles,Madagascar,Mahajanga,Madagascar,Mahajanga,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2011,3-Sep-11,Madagascar,Mahajanga,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Madagascar,Mahajanga
192,10/20/2011,Reptiles,USA,Houston,El Salvador,,,,,,,,,,,,,,USA,Houston,,,,,Destination City1,2011,20-Oct-11,El Salvador,0,0,0,0,0,,0,0,0,0,0,0,0,USA,Houston,SEIZURE,SEIZURE,SEIZURE,SEIZURE,USA,Houston
193,11/7/2011,Reptiles,Indonesia,Jakarta,India,,,,,,Thailand,Bangkok,,,,,,,Indonesia,Jakarta,,,,,Destination City1,2011,7-Nov-11,India,0,0,0,0,0,Thailand,Bangkok,0,0,0,0,0,0,Indonesia,Jakarta,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Indonesia,Jakarta
194,12/1/2011,Reptiles,United Kingdom,,Ghana,,,,,,United Kingdom,,,,,,,,Japan,,,,,,#N/A,2011,1-Dec-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
195,12/7/2011,Reptiles,Argentina,Buenos Aires,Argentina,Buenos Aires,,,,,Spain,,,,,,,,Czech Republic,Prague,,,,,Origin City1,2011,7-Dec-11,Argentina,Buenos Aires,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Argentina,Buenos Aires
196,12/11/2011,Reptiles,USA,Houston,El Salvador,,,,,,,,,,,,,,USA,Houston,,,,,Destination City1,2011,11-Dec-11,El Salvador,0,0,0,0,0,,0,0,0,0,0,0,0,USA,Houston,SEIZURE,SEIZURE,SEIZURE,SEIZURE,USA,Houston
197,1/3/2012,Reptiles,Philippines,Puerto Princesa,,,,,,,,,,,,,,,Philippines,Puerto Princesa,,,,,Destination City1,2012,3-Jan-12,,0,0,0,0,0,,0,0,0,0,0,0,0,Philippines,Puerto Princesa,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Philippines,Puerto Princesa
198,1/4/2012,Reptiles,Belgium,Brussels,Uganda,Entebbe,,,,,Belgium,Brussels,,,,,,,Germany,,,,,,Transit City1,2012,4-Jan-12,Uganda,Entebbe,0,0,0,0,Belgium,Brussels,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Belgium,Brussels
199,1/22/2012,Reptiles,Kenya,Nairobi,Madagascar,Antananarivo,,,,,Kenya,Nairobi,,,,,,,Vietnam,Hanoi,,,,,Transit City1,2012,22-Jan-12,Madagascar,Antananarivo,0,0,0,0,Kenya,Nairobi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Kenya,Nairobi
200,1/22/2012,Reptiles,Malta,Luqa,,,,,,,,,,,,,,,,,,,,,#N/A,2012,22-Jan-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
201,1/25/2012,Reptiles,Indonesia,Merauke,,,,,,,,,,,,,,,Indonesia,Jakarta,,,,,#N/A,2012,25-Jan-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
202,2/8/2012,Reptiles,Indonesia,Merauke,,,,,,,,,,,,,,,,,,,,,#N/A,2012,8-Feb-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
203,4/1/2012,Reptiles,UAE,Dubai,Australia,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Apr-12,Australia,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
204,4/1/2012,Reptiles,UAE,Dubai,Syria,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Apr-12,Syria,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
205,4/1/2012,Reptiles,UAE,Dubai,USA,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Apr-12,USA,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
206,4/17/2012,Reptiles,Bangladesh,Dhaka,India,,,,,,Bangladesh,Dhaka,,,,,,,Thailand,Bangkok,,,,,Transit City1,2012,17-Apr-12,India,0,0,0,0,0,Bangladesh,Dhaka,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Bangladesh,Dhaka
207,4/23/2012,Reptiles,Netherlands,Brussels,Burundi,,,,,,Netherlands,Brussels,,,,,,,Czech Republic,,,,,,Transit City1,2012,23-Apr-12,Burundi,0,0,0,0,0,Netherlands,Brussels,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Netherlands,Brussels
208,5/1/2012,Reptiles,UAE,Dubai,Ivory Coast,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-May-12,Ivory Coast,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
209,5/1/2012,Reptiles,UAE,Dubai,Ivory Coast,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-May-12,Ivory Coast,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
210,5/1/2012,Reptiles,UAE,Dubai,Ivory Coast,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-May-12,Ivory Coast,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
211,5/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-May-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
212,5/7/2012,Reptiles,India,Bangalore,India,Bangalore,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2012,7-May-12,India,Bangalore,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Bangalore
213,5/9/2012,Reptiles,Germany,Munich,Oman,,,,,,,,,,,,,,,,,,,,#N/A,2012,9-May-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
214,6/28/2012,Reptiles,India,Chennai,India,Chennai,,,,,Sri Lanka,Colombo,,,,,,,Malaysia,Kuala Lumpur,,,,,Origin City1,2012,28-Jun-12,India,Chennai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Chennai
215,7/1/2012,Reptiles,UAE,Dubai,Egypt,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Jul-12,Egypt,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
216,7/1/2012,Reptiles,UAE,Dubai,Morocco,,,,,,,,,,,,,,UAE,Abu Dhabi,,,,,#N/A,2012,1-Jul-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
217,7/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Abu Dhabi,,,,,#N/A,2012,1-Jul-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
218,7/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Abu Dhabi,,,,,#N/A,2012,1-Jul-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
219,7/8/2012,Reptiles,Ecuador,Galapagos,,,,,,,,,,,,,,,,,,,,,#N/A,2012,8-Jul-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
220,7/11/2012,Reptiles,Thailand,Bangkok,,,,,,,,,,,,,,,Kuwait,,,,,,#N/A,2012,11-Jul-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
221,8/1/2012,Reptiles,UAE,Dubai,Russia,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Aug-12,Russia,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
222,8/1/2012,Reptiles,UAE,Dubai,Senegal,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Aug-12,Senegal,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
223,8/7/2012,Reptiles,Bangladesh,Dhaka,Bangladesh,Dhaka,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2012,7-Aug-12,Bangladesh,Dhaka,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Bangladesh,Dhaka
224,8/19/2012,Reptiles,USA,Orlando,USA,Orlando,,,,,,,,,,,,,Brazil,,,,,,Origin City1,2012,19-Aug-12,USA,Orlando,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,USA,Orlando
225,8/27/2012,Reptiles,Thailand,Bangkok,India,Kolkata,,,,,,,,,,,,,Thailand,Bangkok,,,,,Destination City1,2012,27-Aug-12,India,Kolkata,0,0,0,0,,0,0,0,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
226,8/29/2012,Reptiles,India,Mumbai,Thailand,Bangkok,,,,,,,,,,,,,India,Mumbai,,,,,Destination City1,2012,29-Aug-12,Thailand,Bangkok,0,0,0,0,,0,0,0,0,0,0,0,India,Mumbai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Mumbai
227,10/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Oct-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
228,10/9/2012,Reptiles,India,New Delhi,Thailand,Bangkok,,,,,India,New Delhi,,,,,,,UAE,Dubai,,,,,Transit City1,2012,9-Oct-12,Thailand,Bangkok,0,0,0,0,India,New Delhi,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,New Delhi
229,10/10/2012,Reptiles,Madagascar,Antananarivo,Madagascar,Antananarivo,,,,,Thailand,Bangkok,,,,,,,China,Guangzhou,,,,,Origin City1,2012,10-Oct-12,Madagascar,Antananarivo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Madagascar,Antananarivo
230,10/22/2012,Reptiles,France,Paris,,,,,,,,,,,,,,,France,Paris,,,,,Destination City1,2012,22-Oct-12,,0,0,0,0,0,,0,0,0,0,0,0,0,France,Paris,SEIZURE,SEIZURE,SEIZURE,SEIZURE,France,Paris
231,10/30/2012,Reptiles,India,Mumbai,India,Chennai,,,,,India,Mumbai,,,,,,,Thailand,Bangkok,,,,,Transit City1,2012,30-Oct-12,India,Chennai,0,0,0,0,India,Mumbai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Mumbai
232,11/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Nov-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
233,11/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Nov-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
234,11/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Nov-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
235,11/19/2012,Reptiles,Brazil,Belem,,,,,,,,,,,,,,,Brazil,Belem,,,,,Destination City1,2012,19-Nov-12,,0,0,0,0,0,,0,0,0,0,0,0,0,Brazil,Belem,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Brazil,Belem
236,11/5/2012,Reptiles,Bangladesh,Dhaka,Bangladesh,Dhaka,,,,,,,,,,,,,,,,,,,Origin City1,2012,5-Nov-12,Bangladesh,Dhaka,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Bangladesh,Dhaka
237,12/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Dec-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
238,12/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Dec-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
239,12/1/2012,Reptiles,UAE,Dubai,Sudan,,,,,,,,,,,,,,UAE,Dubai,,,,,Destination City1,2012,1-Dec-12,Sudan,0,0,0,0,0,,0,0,0,0,0,0,0,UAE,Dubai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,UAE,Dubai
240,12/11/2012,Reptiles,Uganda,Entebbe,,,,,,,,,,,,,,,,,,,,,#N/A,2012,11-Dec-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
241,2/7/2013,Reptiles,Thailand,Bangkok,Thailand,Bangkok,,,,,China,Hong Kong,,,,,,,China,,,,,,Origin City1,2013,7-Feb-13,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
242,2/7/2013,Reptiles,Thailand,Bangkok,,,,,,,,,,,,,,,,,,,,,#N/A,2013,7-Feb-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
243,2/10/2013,Reptiles,India,Chennai,India,Chennai,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2013,10-Feb-13,India,Chennai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Chennai
244,3/1/2013,Reptiles,Netherlands,,Indonesia,,,,,,,,,,,,,,Netherlands,,,,,,#N/A,2013,1-Mar-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
245,3/1/2013,Reptiles,Singapore,,,,,,,,,,,,,,,,Singapore,,,,,,#N/A,2013,1-Mar-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
246,3/1/2013,Reptiles,Spain,,Argentina,,,,,,,,,,,,,,Spain,,,,,,#N/A,2013,1-Mar-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
247,3/9/2013,Reptiles,India,Mumbai,India,Mumbai,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2013,9-Mar-13,India,Mumbai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Mumbai
248,3/15/2013,Reptiles,Thailand,Bangkok,Madagascar,,,,,,Kenya,Nairobi,,,,,,,Thailand,Bangkok,,,,,Destination City1,2013,15-Mar-13,Madagascar,0,0,0,0,0,Kenya,Nairobi,0,0,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
249,3/15/2013,Reptiles,Thailand,Bangkok,,,,,,,,,,,,,,,Thailand,Bangkok,,,,,Destination City1,2013,15-Mar-13,,0,0,0,0,0,,0,0,0,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
250,3/15/2013,Reptiles,Indonesia,Jakarta,Indonesia,Papua,,,,,Indonesia,Jakarta,,,,,,,,,,,,,Transit City1,2013,15-Mar-13,Indonesia,Papua,0,0,0,0,Indonesia,Jakarta,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Indonesia,Jakarta
251,3/26/2013,Reptiles,India,Chennai,China,,,,,,Malaysia,Kuala Lumpur,,,,,,,India,Chennai,,,,,Destination City1,2013,26-Mar-13,China,0,0,0,0,0,Malaysia,Kuala Lumpur,0,0,0,0,0,0,India,Chennai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Chennai
252,4/17/2013,Reptiles,India,Chennai,Thailand,Bangkok,,,,,,,,,,,,,India,Chennai,,,,,Destination City1,2013,17-Apr-13,Thailand,Bangkok,0,0,0,0,,0,0,0,0,0,0,0,India,Chennai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Chennai
253,4/23/2013,Reptiles,Pakistan,Islamabad,Pakistan,Islamabad,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2013,23-Apr-13,Pakistan,Islamabad,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Pakistan,Islamabad
254,4/27/2013,Reptiles,India,Mumbai,India,Mumbai,,,,,,,,,,,,,China,Hong Kong,,,,,Origin City1,2013,27-Apr-13,India,Mumbai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Mumbai
255,4/30/2013,Reptiles,India,Kolkata,India,Kolkata,,,,,,,,,,,,,India,Chennai,,,,,Origin City1,2013,30-Apr-13,India,Kolkata,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Kolkata
256,5/17/2013,Reptiles,Madagascar,Antananarivo,Madagascar,Antananarivo,,,,,,,,,,,,,Thailand,Bangkok,,,,,Origin City1,2013,17-May-13,Madagascar,Antananarivo,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Madagascar,Antananarivo
257,5/23/2013,Reptiles,Mexico,Mexico City,Mexico,Mexico City,,,,,,,,,,,,,Japan,,,,,,Origin City1,2013,23-May-13,Mexico,Mexico City,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mexico,Mexico City
258,7/18/2013,Reptiles,India,Kolkata,China,Guangzhou,,,,,Singapore,,,,,,,,India,Kolkata,,,,,Destination City1,2013,18-Jul-13,China,Guangzhou,0,0,0,0,Singapore,0,0,0,0,0,0,0,India,Kolkata,SEIZURE,SEIZURE,SEIZURE,SEIZURE,India,Kolkata
259,8/19/2013,Reptiles,Belgium,Brussels,Togo,,,,,,,,,,,,,,Belgium,Brussels,,,,,Destination City1,2013,19-Aug-13,Togo,0,0,0,0,0,,0,0,0,0,0,0,0,Belgium,Brussels,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Belgium,Brussels
260,8/1/2013,Reptiles,Mexico,Merida,Mexico,Villahermosa,,,,,,,,,,,,,Mexico,Merida,,,,,Destination City1,2013,1-Aug-13,Mexico,Villahermosa,0,0,0,0,,0,0,0,0,0,0,0,Mexico,Merida,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Mexico,Merida
261,9/1/2013,Reptiles,Netherlands,,Nicaragua,,,,,,,,,,,,,,Netherlands,,,,,,#N/A,2013,1-Sep-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
262,9/1/2013,Reptiles,Sweden,Gothenberg,,,,,,,,,,,,,,,,,,,,,#N/A,2013,1-Sep-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
263,9/22/2013,Reptiles,Thailand,Bangkok,,,,,,,,,,,,,,,Thailand,Bangkok,,,,,Destination City1,2013,22-Sep-13,,0,0,0,0,0,,0,0,0,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
264,10/1/2013,Reptiles,China,Hong Kong,Thailand,,,,,,,,,,,,,,China,Hong Kong,,,,,Destination City1,2013,1-Oct-13,Thailand,0,0,0,0,0,,0,0,0,0,0,0,0,China,Hong Kong,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Hong Kong
265,11/3/2013,Reptiles,Thailand,Bangkok,,,,,,,Bangladesh,,,,,,,,Thailand,Bangkok,,,,,Destination City1,2013,3-Nov-13,,0,0,0,0,0,Bangladesh,0,0,0,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
266,11/5/2013,Reptiles,Thailand,Bangkok,Bangladesh,Dhaka,,,,,,,,,,,,,Thailand,Bangkok,,,,,Destination City1,2013,5-Nov-13,Bangladesh,Dhaka,0,0,0,0,,0,0,0,0,0,0,0,Thailand,Bangkok,SEIZURE,SEIZURE,SEIZURE,SEIZURE,Thailand,Bangkok
267,11/6/2013,Reptiles,China,Shanghai,China,Hong Kong,,,,,,,,,,,,,China,Shanghai,,,,,Destination City1,2013,6-Nov-13,China,Hong Kong,0,0,0,0,,0,0,0,0,0,0,0,China,Shanghai,SEIZURE,SEIZURE,SEIZURE,SEIZURE,China,Shanghai
